,ID,Name,Data_length,Year
0,AL011851,            UNNAMED,14,1851
1,AL021851,            UNNAMED,1,1851
2,AL031851,            UNNAMED,1,1851
3,AL041851,            UNNAMED,49,1851
4,AL051851,            UNNAMED,16,1851
5,AL061851,            UNNAMED,17,1851
6,AL011852,            UNNAMED,45,1852
7,AL021852,            UNNAMED,8,1852
8,AL031852,            UNNAMED,20,1852
9,AL041852,            UNNAMED,36,1852
10,AL051852,            UNNAMED,25,1852
11,AL011853,            UNNAMED,1,1853
12,AL021853,            UNNAMED,1,1853
13,AL031853,            UNNAMED,48,1853
14,AL041853,            UNNAMED,12,1853
15,AL051853,            UNNAMED,1,1853
16,AL061853,            UNNAMED,22,1853
17,AL071853,            UNNAMED,1,1853
18,AL081853,            UNNAMED,14,1853
19,AL011854,            UNNAMED,11,1854
20,AL021854,            UNNAMED,1,1854
21,AL031854,            UNNAMED,25,1854
22,AL041854,            UNNAMED,11,1854
23,AL051854,            UNNAMED,12,1854
24,AL011855,            UNNAMED,1,1855
25,AL021855,            UNNAMED,6,1855
26,AL031855,            UNNAMED,1,1855
27,AL041855,            UNNAMED,16,1855
28,AL051855,            UNNAMED,11,1855
29,AL011856,            UNNAMED,14,1856
30,AL021856,            UNNAMED,8,1856
31,AL031856,            UNNAMED,12,1856
32,AL041856,            UNNAMED,1,1856
33,AL051856,            UNNAMED,40,1856
34,AL061856,            UNNAMED,20,1856
35,AL011857,            UNNAMED,8,1857
36,AL021857,            UNNAMED,47,1857
37,AL031857,            UNNAMED,20,1857
38,AL041857,            UNNAMED,29,1857
39,AL011858,            UNNAMED,1,1858
40,AL021858,            UNNAMED,1,1858
41,AL031858,            UNNAMED,16,1858
42,AL041858,            UNNAMED,32,1858
43,AL051858,            UNNAMED,14,1858
44,AL061858,            UNNAMED,22,1858
45,AL011859,            UNNAMED,1,1859
46,AL021859,            UNNAMED,12,1859
47,AL031859,            UNNAMED,6,1859
48,AL041859,            UNNAMED,7,1859
49,AL051859,            UNNAMED,16,1859
50,AL061859,            UNNAMED,20,1859
51,AL071859,            UNNAMED,11,1859
52,AL081859,            UNNAMED,24,1859
53,AL011860,            UNNAMED,35,1860
54,AL021860,            UNNAMED,12,1860
55,AL041860,            UNNAMED,23,1860
56,AL031860,            UNNAMED,1,1860
57,AL051860,            UNNAMED,16,1860
58,AL061860,            UNNAMED,17,1860
59,AL071860,            UNNAMED,18,1860
60,AL011861,            UNNAMED,28,1861
61,AL021861,            UNNAMED,18,1861
62,AL031861,            UNNAMED,24,1861
63,AL041861,            UNNAMED,1,1861
64,AL051861,            UNNAMED,7,1861
65,AL061861,            UNNAMED,16,1861
66,AL071861,            UNNAMED,1,1861
67,AL081861,            UNNAMED,15,1861
68,AL011862,            UNNAMED,12,1862
69,AL021862,            UNNAMED,13,1862
70,AL031862,            UNNAMED,34,1862
71,AL041862,            UNNAMED,1,1862
72,AL051862,            UNNAMED,14,1862
73,AL061862,            UNNAMED,14,1862
74,AL011863,            UNNAMED,8,1863
75,AL021863,            UNNAMED,8,1863
76,AL031863,            UNNAMED,18,1863
77,AL041863,            UNNAMED,8,1863
78,AL051863,            UNNAMED,32,1863
79,AL061863,            UNNAMED,15,1863
80,AL071863,            UNNAMED,6,1863
81,AL081863,            UNNAMED,4,1863
82,AL091863,            UNNAMED,12,1863
83,AL011864,            UNNAMED,12,1864
84,AL021864,            UNNAMED,1,1864
85,AL031864,            UNNAMED,26,1864
86,AL041864,            UNNAMED,16,1864
87,AL051864,            UNNAMED,12,1864
88,AL011865,            UNNAMED,1,1865
89,AL021865,            UNNAMED,1,1865
90,AL031865,            UNNAMED,20,1865
91,AL041865,            UNNAMED,37,1865
92,AL051865,            UNNAMED,1,1865
93,AL061865,            UNNAMED,1,1865
94,AL071865,            UNNAMED,34,1865
95,AL011866,            UNNAMED,19,1866
96,AL021866,            UNNAMED,22,1866
97,AL031866,            UNNAMED,14,1866
98,AL041866,            UNNAMED,1,1866
99,AL051866,            UNNAMED,12,1866
100,AL061866,            UNNAMED,48,1866
101,AL071866,            UNNAMED,7,1866
102,AL011867,            UNNAMED,11,1867
103,AL021867,            UNNAMED,28,1867
104,AL031867,            UNNAMED,1,1867
105,AL041867,            UNNAMED,16,1867
106,AL051867,            UNNAMED,1,1867
107,AL061867,            UNNAMED,10,1867
108,AL071867,            UNNAMED,34,1867
109,AL081867,            UNNAMED,1,1867
110,AL091867,            UNNAMED,17,1867
111,AL011868,            UNNAMED,18,1868
112,AL021868,            UNNAMED,29,1868
113,AL031868,            UNNAMED,12,1868
114,AL041868,            UNNAMED,12,1868
115,AL011869,            UNNAMED,4,1869
116,AL021869,            UNNAMED,9,1869
117,AL031869,            UNNAMED,4,1869
118,AL041869,            UNNAMED,8,1869
119,AL051869,            UNNAMED,9,1869
120,AL061869,            UNNAMED,12,1869
121,AL071869,            UNNAMED,32,1869
122,AL081869,            UNNAMED,1,1869
123,AL091869,            UNNAMED,1,1869
124,AL101869,            UNNAMED,10,1869
125,AL011870,            UNNAMED,1,1870
126,AL021870,            UNNAMED,24,1870
127,AL031870,            UNNAMED,16,1870
128,AL041870,            UNNAMED,20,1870
129,AL051870,            UNNAMED,16,1870
130,AL061870,            UNNAMED,40,1870
131,AL071870,            UNNAMED,1,1870
132,AL081870,            UNNAMED,6,1870
133,AL091870,            UNNAMED,18,1870
134,AL101870,            UNNAMED,1,1870
135,AL111870,            UNNAMED,20,1870
136,AL011871,            UNNAMED,21,1871
137,AL021871,            UNNAMED,13,1871
138,AL031871,            UNNAMED,41,1871
139,AL041871,            UNNAMED,57,1871
140,AL051871,            UNNAMED,16,1871
141,AL061871,            UNNAMED,17,1871
142,AL071871,            UNNAMED,33,1871
143,AL081871,            UNNAMED,14,1871
144,AL011872,            UNNAMED,22,1872
145,AL021872,            UNNAMED,56,1872
146,AL031872,            UNNAMED,48,1872
147,AL041872,            UNNAMED,28,1872
148,AL051872,            UNNAMED,28,1872
149,AL011873,            UNNAMED,8,1873
150,AL021873,            UNNAMED,64,1873
151,AL031873,            UNNAMED,13,1873
152,AL041873,            UNNAMED,13,1873
153,AL051873,            UNNAMED,59,1873
154,AL011874,            UNNAMED,15,1874
155,AL021874,            UNNAMED,20,1874
156,AL031874,            UNNAMED,42,1874
157,AL041874,            UNNAMED,24,1874
158,AL051874,            UNNAMED,16,1874
159,AL061874,            UNNAMED,27,1874
160,AL071874,            UNNAMED,20,1874
161,AL011875,            UNNAMED,16,1875
162,AL021875,            UNNAMED,40,1875
163,AL031875,            UNNAMED,45,1875
164,AL041875,            UNNAMED,18,1875
165,AL051875,            UNNAMED,16,1875
166,AL061875,            UNNAMED,20,1875
167,AL011876,            UNNAMED,12,1876
168,AL021876,            UNNAMED,33,1876
169,AL031876,            UNNAMED,12,1876
170,AL041876,            UNNAMED,26,1876
171,AL051876,            UNNAMED,49,1876
172,AL011877,            UNNAMED,18,1877
173,AL021877,            UNNAMED,34,1877
174,AL031877,            UNNAMED,28,1877
175,AL041877,            UNNAMED,61,1877
176,AL051877,            UNNAMED,24,1877
177,AL061877,            UNNAMED,24,1877
178,AL071877,            UNNAMED,19,1877
179,AL081877,            UNNAMED,12,1877
180,AL011878,            UNNAMED,13,1878
181,AL021878,            UNNAMED,45,1878
182,AL031878,            UNNAMED,12,1878
183,AL041878,            UNNAMED,24,1878
184,AL051878,            UNNAMED,55,1878
185,AL061878,            UNNAMED,28,1878
186,AL071878,            UNNAMED,60,1878
187,AL081878,            UNNAMED,29,1878
188,AL091878,            UNNAMED,32,1878
189,AL101878,            UNNAMED,28,1878
190,AL111878,            UNNAMED,33,1878
191,AL121878,            UNNAMED,32,1878
192,AL011879,            UNNAMED,16,1879
193,AL021879,            UNNAMED,32,1879
194,AL031879,            UNNAMED,25,1879
195,AL041879,            UNNAMED,21,1879
196,AL051879,            UNNAMED,21,1879
197,AL061879,            UNNAMED,33,1879
198,AL071879,            UNNAMED,25,1879
199,AL081879,            UNNAMED,16,1879
200,AL011880,            UNNAMED,19,1880
201,AL021880,            UNNAMED,45,1880
202,AL031880,            UNNAMED,24,1880
203,AL041880,            UNNAMED,37,1880
204,AL051880,            UNNAMED,40,1880
205,AL061880,            UNNAMED,26,1880
206,AL071880,            UNNAMED,12,1880
207,AL081880,            UNNAMED,32,1880
208,AL091880,            UNNAMED,25,1880
209,AL101880,            UNNAMED,28,1880
210,AL111880,            UNNAMED,20,1880
211,AL011881,            UNNAMED,15,1881
212,AL031881,            UNNAMED,32,1881
213,AL021881,            UNNAMED,15,1881
214,AL041881,            UNNAMED,24,1881
215,AL051881,            UNNAMED,37,1881
216,AL061881,            UNNAMED,21,1881
217,AL071881,            UNNAMED,28,1881
218,AL011882,            UNNAMED,5,1882
219,AL021882,            UNNAMED,47,1882
220,AL031882,            UNNAMED,10,1882
221,AL041882,            UNNAMED,16,1882
222,AL051882,            UNNAMED,20,1882
223,AL061882,            UNNAMED,45,1882
224,AL011883,            UNNAMED,44,1883
225,AL021883,            UNNAMED,40,1883
226,AL031883,            UNNAMED,39,1883
227,AL041883,            UNNAMED,28,1883
228,AL011884,            UNNAMED,24,1884
229,AL021884,            UNNAMED,56,1884
230,AL031884,            UNNAMED,45,1884
231,AL041884,            UNNAMED,44,1884
232,AL011885,            UNNAMED,36,1885
233,AL021885,            UNNAMED,32,1885
234,AL031885,            UNNAMED,13,1885
235,AL041885,            UNNAMED,29,1885
236,AL051885,            UNNAMED,16,1885
237,AL061885,            UNNAMED,37,1885
238,AL071885,            UNNAMED,16,1885
239,AL081885,            UNNAMED,17,1885
240,AL011886,            UNNAMED,12,1886
241,AL021886,            UNNAMED,33,1886
242,AL031886,            UNNAMED,23,1886
243,AL041886,            UNNAMED,44,1886
244,AL051886,            UNNAMED,40,1886
245,AL061886,            UNNAMED,52,1886
246,AL071886,            UNNAMED,22,1886
247,AL081886,            UNNAMED,36,1886
248,AL091886,            UNNAMED,36,1886
249,AL101886,            UNNAMED,25,1886
250,AL111886,            UNNAMED,24,1886
251,AL121886,            UNNAMED,21,1886
252,AL011887,            UNNAMED,22,1887
253,AL021887,            UNNAMED,20,1887
254,AL031887,            UNNAMED,15,1887
255,AL041887,            UNNAMED,37,1887
256,AL051887,            UNNAMED,36,1887
257,AL061887,            UNNAMED,38,1887
258,AL071887,            UNNAMED,39,1887
259,AL081887,            UNNAMED,23,1887
260,AL091887,            UNNAMED,47,1887
261,AL101887,            UNNAMED,17,1887
262,AL111887,            UNNAMED,11,1887
263,AL121887,            UNNAMED,8,1887
264,AL131887,            UNNAMED,53,1887
265,AL141887,            UNNAMED,11,1887
266,AL151887,            UNNAMED,18,1887
267,AL161887,            UNNAMED,35,1887
268,AL171887,            UNNAMED,30,1887
269,AL181887,            UNNAMED,26,1887
270,AL191887,            UNNAMED,23,1887
271,AL011888,            UNNAMED,12,1888
272,AL021888,            UNNAMED,10,1888
273,AL031888,            UNNAMED,44,1888
274,AL041888,            UNNAMED,34,1888
275,AL051888,            UNNAMED,28,1888
276,AL061888,            UNNAMED,18,1888
277,AL071888,            UNNAMED,20,1888
278,AL081888,            UNNAMED,31,1888
279,AL091888,            UNNAMED,64,1888
280,AL011889,            UNNAMED,24,1889
281,AL021889,            UNNAMED,25,1889
282,AL031889,            UNNAMED,39,1889
283,AL041889,            UNNAMED,48,1889
284,AL051889,            UNNAMED,40,1889
285,AL061889,            UNNAMED,61,1889
286,AL071889,            UNNAMED,31,1889
287,AL081889,            UNNAMED,29,1889
288,AL091889,            UNNAMED,27,1889
289,AL011890,            UNNAMED,10,1890
290,AL021890,            UNNAMED,41,1890
291,AL031890,            UNNAMED,33,1890
292,AL041890,            UNNAMED,6,1890
293,AL011891,            UNNAMED,22,1891
294,AL021891,            UNNAMED,51,1891
295,AL031891,            UNNAMED,31,1891
296,AL041891,            UNNAMED,34,1891
297,AL051891,            UNNAMED,44,1891
298,AL061891,            UNNAMED,39,1891
299,AL071891,            UNNAMED,25,1891
300,AL081891,            UNNAMED,35,1891
301,AL091891,            UNNAMED,34,1891
302,AL101891,            UNNAMED,13,1891
303,AL011892,            UNNAMED,33,1892
304,AL021892,            UNNAMED,40,1892
305,AL031892,            UNNAMED,58,1892
306,AL041892,            UNNAMED,37,1892
307,AL051892,            UNNAMED,48,1892
308,AL061892,            UNNAMED,11,1892
309,AL071892,            UNNAMED,45,1892
310,AL081892,            UNNAMED,30,1892
311,AL091892,            UNNAMED,35,1892
312,AL011893,            UNNAMED,36,1893
313,AL021893,            UNNAMED,14,1893
314,AL031893,            UNNAMED,50,1893
315,AL041893,            UNNAMED,47,1893
316,AL051893,            UNNAMED,16,1893
317,AL061893,            UNNAMED,75,1893
318,AL071893,            UNNAMED,39,1893
319,AL081893,            UNNAMED,24,1893
320,AL091893,            UNNAMED,84,1893
321,AL101893,            UNNAMED,35,1893
322,AL111893,            UNNAMED,16,1893
323,AL121893,            UNNAMED,32,1893
324,AL011894,            UNNAMED,16,1894
325,AL021894,            UNNAMED,19,1894
326,AL031894,            UNNAMED,44,1894
327,AL041894,            UNNAMED,57,1894
328,AL051894,            UNNAMED,49,1894
329,AL061894,            UNNAMED,40,1894
330,AL071894,            UNNAMED,42,1894
331,AL011895,            UNNAMED,17,1895
332,AL021895,            UNNAMED,36,1895
333,AL031895,            UNNAMED,39,1895
334,AL041895,            UNNAMED,24,1895
335,AL051895,            UNNAMED,59,1895
336,AL061895,            UNNAMED,17,1895
337,AL011896,            UNNAMED,34,1896
338,AL021896,            UNNAMED,52,1896
339,AL031896,            UNNAMED,43,1896
340,AL041896,            UNNAMED,35,1896
341,AL051896,            UNNAMED,40,1896
342,AL061896,            UNNAMED,59,1896
343,AL071896,            UNNAMED,12,1896
344,AL011897,            UNNAMED,43,1897
345,AL021897,            UNNAMED,16,1897
346,AL031897,            UNNAMED,25,1897
347,AL041897,            UNNAMED,20,1897
348,AL051897,            UNNAMED,54,1897
349,AL061897,            UNNAMED,36,1897
350,AL011898,            UNNAMED,10,1898
351,AL021898,            UNNAMED,12,1898
352,AL031898,            UNNAMED,12,1898
353,AL041898,            UNNAMED,61,1898
354,AL051898,            UNNAMED,43,1898
355,AL061898,            UNNAMED,35,1898
356,AL071898,            UNNAMED,49,1898
357,AL081898,            UNNAMED,13,1898
358,AL091898,            UNNAMED,51,1898
359,AL101898,            UNNAMED,12,1898
360,AL111898,            UNNAMED,35,1898
361,AL011899,            UNNAMED,7,1899
362,AL021899,            UNNAMED,24,1899
363,AL031899,            UNNAMED,133,1899
364,AL041899,            UNNAMED,43,1899
365,AL051899,            UNNAMED,52,1899
366,AL061899,            UNNAMED,26,1899
367,AL071899,            UNNAMED,17,1899
368,AL081899,            UNNAMED,14,1899
369,AL091899,            UNNAMED,41,1899
370,AL101899,            UNNAMED,16,1899
371,AL011900,            UNNAMED,81,1900
372,AL021900,            UNNAMED,50,1900
373,AL031900,            UNNAMED,62,1900
374,AL041900,            UNNAMED,21,1900
375,AL051900,            UNNAMED,42,1900
376,AL061900,            UNNAMED,24,1900
377,AL071900,            UNNAMED,24,1900
378,AL011901,            UNNAMED,21,1901
379,AL021901,            UNNAMED,39,1901
380,AL031901,            UNNAMED,42,1901
381,AL041901,            UNNAMED,71,1901
382,AL051901,            UNNAMED,18,1901
383,AL061901,            UNNAMED,22,1901
384,AL071901,            UNNAMED,55,1901
385,AL081901,            UNNAMED,44,1901
386,AL091901,            UNNAMED,24,1901
387,AL101901,            UNNAMED,48,1901
388,AL111901,            UNNAMED,39,1901
389,AL121901,            UNNAMED,16,1901
390,AL131901,            UNNAMED,30,1901
391,AL011902,            UNNAMED,23,1902
392,AL021902,            UNNAMED,37,1902
393,AL031902,            UNNAMED,39,1902
394,AL041902,            UNNAMED,44,1902
395,AL051902,            UNNAMED,24,1902
396,AL011903,            UNNAMED,24,1903
397,AL021903,            UNNAMED,43,1903
398,AL031903,            UNNAMED,33,1903
399,AL041903,            UNNAMED,25,1903
400,AL051903,            UNNAMED,32,1903
401,AL061903,            UNNAMED,19,1903
402,AL071903,            UNNAMED,40,1903
403,AL081903,            UNNAMED,24,1903
404,AL091903,            UNNAMED,27,1903
405,AL101903,            UNNAMED,35,1903
406,AL011904,            UNNAMED,18,1904
407,AL021904,            UNNAMED,33,1904
408,AL031904,            UNNAMED,28,1904
409,AL041904,            UNNAMED,41,1904
410,AL051904,            UNNAMED,27,1904
411,AL061904,            UNNAMED,26,1904
412,AL011905,            UNNAMED,10,1905
413,AL021905,            UNNAMED,22,1905
414,AL031905,            UNNAMED,28,1905
415,AL041905,            UNNAMED,51,1905
416,AL051905,            UNNAMED,28,1905
417,AL011906,            UNNAMED,27,1906
418,AL021906,            UNNAMED,41,1906
419,AL031906,            UNNAMED,15,1906
420,AL041906,            UNNAMED,74,1906
421,AL051906,            UNNAMED,63,1906
422,AL061906,            UNNAMED,45,1906
423,AL071906,            UNNAMED,44,1906
424,AL081906,            UNNAMED,65,1906
425,AL091906,            UNNAMED,15,1906
426,AL101906,            UNNAMED,23,1906
427,AL111906,            UNNAMED,22,1906
428,AL011907,            UNNAMED,27,1907
429,AL021907,            UNNAMED,23,1907
430,AL031907,            UNNAMED,13,1907
431,AL041907,            UNNAMED,12,1907
432,AL051907,            UNNAMED,28,1907
433,AL011908,            UNNAMED,14,1908
434,AL021908,            UNNAMED,32,1908
435,AL031908,            UNNAMED,43,1908
436,AL041908,            UNNAMED,25,1908
437,AL051908,            UNNAMED,15,1908
438,AL061908,            UNNAMED,50,1908
439,AL071908,            UNNAMED,10,1908
440,AL081908,            UNNAMED,66,1908
441,AL091908,            UNNAMED,20,1908
442,AL101908,            UNNAMED,18,1908
443,AL011909,            UNNAMED,20,1909
444,AL021909,            UNNAMED,22,1909
445,AL031909,            UNNAMED,36,1909
446,AL041909,            UNNAMED,38,1909
447,AL051909,            UNNAMED,20,1909
448,AL061909,            UNNAMED,34,1909
449,AL071909,            UNNAMED,14,1909
450,AL081909,            UNNAMED,17,1909
451,AL091909,            UNNAMED,35,1909
452,AL101909,            UNNAMED,21,1909
453,AL111909,            UNNAMED,30,1909
454,AL121909,            UNNAMED,26,1909
455,AL011910,            UNNAMED,27,1910
456,AL021910,            UNNAMED,22,1910
457,AL031910,            UNNAMED,44,1910
458,AL041910,            UNNAMED,23,1910
459,AL051910,            UNNAMED,59,1910
460,AL011911,            UNNAMED,31,1911
461,AL021911,            UNNAMED,26,1911
462,AL031911,            UNNAMED,35,1911
463,AL041911,            UNNAMED,38,1911
464,AL051911,            UNNAMED,22,1911
465,AL061911,            UNNAMED,25,1911
466,AL011912,            UNNAMED,42,1912
467,AL021912,            UNNAMED,22,1912
468,AL031912,            UNNAMED,20,1912
469,AL041912,            UNNAMED,21,1912
470,AL051912,            UNNAMED,30,1912
471,AL061912,            UNNAMED,27,1912
472,AL071912,            UNNAMED,43,1912
473,AL011913,            UNNAMED,33,1913
474,AL021913,            UNNAMED,10,1913
475,AL031913,            UNNAMED,70,1913
476,AL041913,            UNNAMED,22,1913
477,AL051913,            UNNAMED,36,1913
478,AL061913,            UNNAMED,10,1913
479,AL011914,            UNNAMED,19,1914
480,AL011915,            UNNAMED,22,1915
481,AL021915,            UNNAMED,75,1915
482,AL031915,            UNNAMED,59,1915
483,AL041915,            UNNAMED,27,1915
484,AL051915,            UNNAMED,16,1915
485,AL061915,            UNNAMED,42,1915
486,AL011916,            UNNAMED,19,1916
487,AL021916,            UNNAMED,51,1916
488,AL031916,            UNNAMED,52,1916
489,AL041916,            UNNAMED,20,1916
490,AL051916,            UNNAMED,10,1916
491,AL061916,            UNNAMED,33,1916
492,AL071916,            UNNAMED,22,1916
493,AL081916,            UNNAMED,26,1916
494,AL091916,            UNNAMED,11,1916
495,AL101916,            UNNAMED,35,1916
496,AL111916,            UNNAMED,31,1916
497,AL121916,            UNNAMED,13,1916
498,AL131916,            UNNAMED,36,1916
499,AL141916,            UNNAMED,43,1916
500,AL151916,            UNNAMED,22,1916
501,AL011917,            UNNAMED,33,1917
502,AL021917,            UNNAMED,24,1917
503,AL031917,            UNNAMED,35,1917
504,AL041917,            UNNAMED,43,1917
505,AL011918,            UNNAMED,28,1918
506,AL021918,            UNNAMED,18,1918
507,AL031918,            UNNAMED,15,1918
508,AL041918,            UNNAMED,23,1918
509,AL051918,            UNNAMED,27,1918
510,AL061918,            UNNAMED,23,1918
511,AL011919,            UNNAMED,16,1919
512,AL031919,            UNNAMED,13,1919
513,AL021919,            UNNAMED,59,1919
514,AL041919,            UNNAMED,14,1919
515,AL051919,            UNNAMED,24,1919
516,AL011920,            UNNAMED,38,1920
517,AL021920,            UNNAMED,30,1920
518,AL031920,            UNNAMED,20,1920
519,AL041920,            UNNAMED,18,1920
520,AL051920,            UNNAMED,24,1920
521,AL011921,            UNNAMED,43,1921
522,AL021921,            UNNAMED,16,1921
523,AL031921,            UNNAMED,48,1921
524,AL041921,            UNNAMED,28,1921
525,AL051921,            UNNAMED,36,1921
526,AL061921,            UNNAMED,43,1921
527,AL071921,            UNNAMED,28,1921
528,AL011922,            UNNAMED,18,1922
529,AL021922,            UNNAMED,62,1922
530,AL031922,            UNNAMED,29,1922
531,AL041922,            UNNAMED,46,1922
532,AL051922,            UNNAMED,24,1922
533,AL011923,            UNNAMED,28,1923
534,AL021923,            UNNAMED,39,1923
535,AL031923,            UNNAMED,17,1923
536,AL041923,            UNNAMED,21,1923
537,AL051923,            UNNAMED,41,1923
538,AL061923,            UNNAMED,22,1923
539,AL071923,            UNNAMED,21,1923
540,AL081923,            UNNAMED,23,1923
541,AL091923,            UNNAMED,12,1923
542,AL011924,            UNNAMED,14,1924
543,AL021924,            UNNAMED,11,1924
544,AL031924,            UNNAMED,50,1924
545,AL041924,            UNNAMED,48,1924
546,AL051924,            UNNAMED,29,1924
547,AL061924,            UNNAMED,12,1924
548,AL071924,            UNNAMED,48,1924
549,AL081924,            UNNAMED,18,1924
550,AL091924,            UNNAMED,16,1924
551,AL101924,            UNNAMED,40,1924
552,AL111924,            UNNAMED,38,1924
553,AL011925,            UNNAMED,14,1925
554,AL021925,            UNNAMED,11,1925
555,AL031925,            UNNAMED,8,1925
556,AL041925,            UNNAMED,36,1925
557,AL011926,            UNNAMED,47,1926
558,AL021926,            UNNAMED,42,1926
559,AL031926,            UNNAMED,31,1926
560,AL041926,            UNNAMED,95,1926
561,AL051926,            UNNAMED,19,1926
562,AL061926,            UNNAMED,27,1926
563,AL071926,            UNNAMED,46,1926
564,AL081926,            UNNAMED,42,1926
565,AL091926,            UNNAMED,11,1926
566,AL101926,            UNNAMED,57,1926
567,AL111926,            UNNAMED,18,1926
568,AL011927,            UNNAMED,45,1927
569,AL021927,            UNNAMED,39,1927
570,AL031927,            UNNAMED,28,1927
571,AL041927,            UNNAMED,36,1927
572,AL051927,            UNNAMED,17,1927
573,AL061927,            UNNAMED,14,1927
574,AL071927,            UNNAMED,20,1927
575,AL081927,            UNNAMED,12,1927
576,AL011928,            UNNAMED,46,1928
577,AL021928,            UNNAMED,42,1928
578,AL031928,            UNNAMED,29,1928
579,AL041928,            UNNAMED,62,1928
580,AL051928,            UNNAMED,20,1928
581,AL061928,            UNNAMED,22,1928
582,AL011929,            UNNAMED,15,1929
583,AL021929,            UNNAMED,67,1929
584,AL031929,            UNNAMED,20,1929
585,AL041929,            UNNAMED,22,1929
586,AL051929,            UNNAMED,15,1929
587,AL011930,            UNNAMED,50,1930
588,AL021930,            UNNAMED,81,1930
589,AL031930,            UNNAMED,12,1930
590,AL011931,            UNNAMED,19,1931
591,AL021931,            UNNAMED,26,1931
592,AL031931,            UNNAMED,34,1931
593,AL041931,            UNNAMED,21,1931
594,AL051931,            UNNAMED,13,1931
595,AL061931,            UNNAMED,28,1931
596,AL071931,            UNNAMED,33,1931
597,AL081931,            UNNAMED,25,1931
598,AL091931,            UNNAMED,13,1931
599,AL101931,            UNNAMED,18,1931
600,AL111931,            UNNAMED,18,1931
601,AL121931,            UNNAMED,22,1931
602,AL131931,            UNNAMED,15,1931
603,AL011932,            UNNAMED,23,1932
604,AL021932,            UNNAMED,17,1932
605,AL031932,            UNNAMED,39,1932
606,AL041932,            UNNAMED,73,1932
607,AL051932,            UNNAMED,16,1932
608,AL061932,            UNNAMED,38,1932
609,AL071932,            UNNAMED,44,1932
610,AL081932,            UNNAMED,17,1932
611,AL091932,            UNNAMED,31,1932
612,AL101932,            UNNAMED,10,1932
613,AL111932,            UNNAMED,47,1932
614,AL121932,            UNNAMED,18,1932
615,AL131932,            UNNAMED,13,1932
616,AL141932,            UNNAMED,63,1932
617,AL151932,            UNNAMED,31,1932
618,AL011933,            UNNAMED,22,1933
619,AL021933,            UNNAMED,53,1933
620,AL031933,            UNNAMED,55,1933
621,AL041933,            UNNAMED,11,1933
622,AL051933,            UNNAMED,51,1933
